iter	Passed	Remaining
455	958	1143
456	961	1141
457	962	1139
458	964	1136
459	966	1134
460	968	1131
461	970	1129
462	971	1127
463	973	1124
464	976	1123
465	978	1120
466	979	1118
467	981	1115
468	983	1113
469	984	1110
470	986	1107
471	988	1105
472	990	1103
473	991	1100
474	993	1098
475	995	1095
476	997	1094
477	999	1091
478	1001	1089
479	1003	1086
480	1005	1084
481	1006	1082
482	1008	1079
483	1010	1076
484	1012	1074
485	1014	1073
486	1016	1070
487	1018	1068
488	1020	1066
489	1022	1064
490	1024	1062
491	1026	1059
492	1028	1057
493	1029	1055
494	1031	1052
495	1033	1050
496	1035	1048
497	1037	1045
498	1038	1043
499	1040	1040
500	1043	1038
501	1045	1036
502	1047	1034
503	1049	1033
504	1051	1030
505	1053	1028
506	1054	1025
507	1057	1023
508	1059	1021
509	1061	1019
510	1062	1017
511	1064	1014
512	1066	1012
513	1068	1010
514	1070	1008
515	1072	1005
516	1073	1003
517	1075	1000
518	1077	998
519	1079	996
520	1081	994
521	1083	992
522	1085	990
523	1087	987
524	1089	985
525	1090	983
526	1092	980
527	1094	978
528	1096	976
529	1098	974
530	1101	972
531	1102	970
532	1104	968
533	1106	965
534	1108	963
535	1110	961
536	1112	958
537	1114	956
538	1115	954
539	1117	952
540	1119	949
541	1120	947
542	1122	944
543	1124	942
544	1126	940
545	1128	938
546	1129	935
547	1131	933
548	1133	931
549	1135	928
550	1137	926
551	1138	924
552	1140	922
553	1142	920
554	1144	917
555	1146	915
556	1148	913
557	1150	911
558	1151	908
559	1153	906
560	1156	904
561	1158	902
562	1160	900
563	1162	898
564	1164	896
565	1166	894
566	1167	891
567	1169	889
568	1171	887
569	1173	885
570	1175	882
571	1177	880
572	1178	878
573	1180	876
574	1182	873
575	1184	871
576	1185	869
577	1187	867
578	1189	864
579	1191	862
580	1193	860
581	1195	858
582	1197	856
583	1198	853
584	1200	851
585	1202	849
586	1204	847
587	1205	844
588	1207	842
589	1209	840
590	1211	838
591	1212	835
592	1215	833
593	1217	831
594	1219	829
595	1221	827
596	1223	825
597	1224	823
598	1226	821
599	1228	819
600	1230	816
601	1232	814
602	1233	812
603	1235	810
604	1237	808
605	1239	805
606	1241	803
607	1243	801
608	1245	799
609	1247	797
610	1249	795
611	1251	793
612	1253	791
613	1254	788
614	1256	786
615	1258	784
616	1260	782
617	1262	780
618	1264	778
619	1266	776
620	1268	774
621	1270	772
622	1273	770
623	1275	768
624	1277	766
625	1279	764
626	1281	762
627	1282	759
628	1284	757
629	1286	755
630	1288	753
631	1290	751
632	1292	749
633	1294	747
634	1297	745
635	1299	743
636	1301	741
637	1303	739
638	1306	737
639	1307	735
640	1309	733
641	1311	731
642	1313	729
643	1315	727
644	1317	725
645	1319	723
646	1322	721
647	1324	719
648	1326	717
649	1328	715
650	1330	713
651	1334	712
652	1335	709
653	1337	707
654	1339	705
655	1342	703
656	1343	701
657	1345	699
658	1348	697
659	1350	695
660	1352	693
661	1353	691
662	1355	689
663	1357	686
664	1359	684
665	1361	682
666	1364	681
667	1366	679
668	1368	677
669	1370	675
670	1372	673
671	1374	670
672	1377	669
673	1380	667
674	1382	665
675	1383	663
676	1385	661
677	1387	659
678	1389	656
679	1391	654
680	1393	652
681	1395	650
682	1396	648
683	1398	646
684	1400	643
685	1401	641
686	1403	639
687	1405	637
688	1407	635
689	1409	633
690	1411	631
691	1412	628
692	1414	626
693	1416	624
694	1418	622
695	1420	620
696	1421	618
697	1423	615
698	1425	613
699	1427	611
700	1429	609
701	1431	607
702	1433	605
703	1435	603
704	1437	601
705	1438	599
706	1440	596
707	1442	594
708	1443	592
709	1445	590
710	1447	588
711	1448	586
712	1450	583
713	1452	581
714	1454	579
715	1455	577
716	1458	575
717	1460	573
718	1462	571
719	1464	569
720	1466	567
721	1468	565
722	1470	563
723	1472	561
724	1474	559
725	1476	557
726	1478	555
727	1480	553
728	1482	551
729	1484	549
730	1486	546
731	1487	544
732	1489	542
733	1491	540
734	1493	538
735	1495	536
736	1497	534
737	1498	532
738	1500	529
739	1502	527
740	1504	525
741	1505	523
742	1507	521
743	1509	519
744	1511	517
745	1513	515
746	1515	513
747	1516	511
748	1518	508
749	1520	506
750	1522	504
751	1524	502
752	1526	500
753	1528	498
754	1530	496
755	1531	494
756	1533	492
757	1535	490
758	1537	488
759	1539	486
760	1541	484
761	1543	481
762	1544	479
763	1546	477
764	1548	475
765	1549	473
766	1551	471
767	1553	469
768	1555	467
769	1557	465
770	1558	462
771	1560	460
772	1562	458
773	1564	456
774	1565	454
775	1568	452
776	1569	450
777	1571	448
778	1573	446
779	1576	444
780	1577	442
781	1579	440
782	1581	438
783	1583	436
784	1585	434
785	1587	432
786	1589	430
787	1591	428
788	1592	425
789	1594	423
790	1596	421
791	1598	419
792	1600	417
793	1602	415
794	1604	413
795	1605	411
796	1607	409
797	1609	407
798	1611	405
799	1613	403
800	1614	401
801	1616	399
802	1618	396
803	1619	394
804	1621	392
805	1622	390
806	1623	388
807	1625	386
808	1626	384
809	1628	382
810	1630	379
811	1632	377
812	1635	376
813	1637	374
814	1639	372
815	1641	370
816	1643	368
817	1644	365
818	1646	363
819	1648	361
820	1650	359
821	1652	357
822	1653	355
823	1655	353
824	1657	351
825	1659	349
826	1661	347
827	1662	345
828	1664	343
829	1666	341
830	1668	339
831	1670	337
832	1671	335
833	1673	333
834	1675	331
835	1677	329
836	1679	327
837	1681	325
838	1683	323
839	1685	320
840	1687	318
841	1688	316
842	1690	314
843	1692	312
844	1694	310
845	1696	308
846	1698	306
847	1700	304
848	1701	302
849	1703	300
850	1705	298
851	1707	296
852	1709	294
853	1710	292
854	1712	290
855	1714	288
856	1716	286
857	1718	284
858	1720	282
859	1722	280
860	1724	278
861	1726	276
862	1727	274
863	1731	272
864	1733	270
865	1735	268
866	1737	266
867	1739	264
868	1741	262
869	1743	260
870	1745	258
871	1747	256
872	1748	254
873	1751	252
874	1753	250
875	1755	248
876	1756	246
877	1758	244
878	1760	242
879	1762	240
880	1764	238
881	1766	236
882	1768	234
883	1770	232
884	1772	230
885	1775	228
886	1777	226
887	1779	224
888	1781	222
889	1784	220
890	1786	218
891	1788	216
892	1790	214
893	1791	212
894	1793	210
895	1796	208
896	1797	206
897	1799	204
898	1801	202
899	1803	200
900	1805	198
901	1807	196
902	1809	194
903	1811	192
904	1813	190
905	1815	188
906	1817	186
907	1819	184
908	1821	182
909	1823	180
910	1826	178
911	1828	176
912	1829	174
913	1831	172
914	1833	170
915	1835	168
916	1837	166
917	1839	164
918	1840	162
919	1842	160
920	1844	158
921	1845	156
922	1847	154
923	1849	152
924	1851	150
925	1853	148
926	1855	146
927	1857	144
928	1858	142
929	1860	140
930	1862	138
931	1864	136
932	1866	134
933	1868	132
934	1869	129
935	1871	127
936	1873	125
937	1875	123
938	1877	121
939	1879	119
940	1881	117
941	1882	115
942	1884	113
943	1886	111
944	1888	109
945	1890	107
946	1892	105
947	1893	103
948	1895	101
949	1897	99
950	1899	97
951	1901	95
952	1902	93
953	1904	91
954	1906	89
955	1908	87
956	1910	85
957	1911	83
958	1913	81
959	1915	79
960	1917	77
961	1919	75
962	1920	73
963	1922	71
964	1924	69
965	1926	67
966	1928	65
967	1930	63
968	1932	61
969	1934	59
970	1936	57
971	1938	55
972	1940	53
973	1942	51
974	1943	49
975	1945	47
976	1947	45
977	1949	43
978	1950	41
979	1952	39
980	1954	37
981	1956	35
982	1957	33
983	1960	31
984	1961	29
985	1963	27
986	1965	25
987	1967	23
988	1969	21
989	1970	19
990	1973	17
991	1975	15
992	1977	13
993	1979	11
994	1981	9
995	1983	7
996	1984	5
997	1986	3
998	1988	1
999	1990	0
